,AvaTax System Tax Code,AvaTax System Tax Code Description,Additional AvaTax System Tax Code Information,list_tax_code_des,list_tax_code_info,UNSPSC_corresponding_code
1460,PH405235,Petroleum jelly (scented or colored),,"['scent', 'jelli', 'color', 'petroleum']",[],15101512.0
1461,PH409601,Antibacterial hand sanitizers,These are anti-bacterial soaps and hand sanitizers that contain a drug facts panel.,"['sanit', 'antibacteri', 'hand']","['hand', 'anti', 'bacteri', 'drug', 'fact', 'panel', 'sanit', 'contain', 'soap']",27111515.0
1462,PH409618,Medicated lip balms,,"['medic', 'lip', 'balm']",[],42121518.0
1463,PH401020,Feminine hygiene products,,"['feminin', 'hygien', 'product']",[],
1464,PH401024,Sanitary towels/ sanitary pads/ sanitary napkins ,,"['pad', 'towel', 'sanitari', 'napkin']",[],
1465,PH401025,Tampons,,['tampon'],[],
1466,PH401026,Menstrual cups,,"['menstrual', 'cup']",[],
1467,PH401027,"Other feminine hygiene products - similar products that are designed, and marketed, as being solely for use for absorbing, or otherwise collecting, lochia or menstrual flow",,"['otherwis', 'hygien', 'market', 'absorb', 'lochia', 'feminin', 'design', 'sole', 'use', 'menstrual', 'flow', 'similar', 'product', 'collect']",[],
1468,,Skin & wound care,,"['wound', 'care', 'skin']",[],
1469,PH405242,Bandages - adhesive - non medicated,"Adhesive bandages adhere over damaged skin to help protect it from germs, damage, dirt, etc. to help the healing process of the body.","['medic', 'adhes', 'non', 'bandag']","['help', 'damag', 'adher', 'etc', 'proce', 'damag', 'bandag', 'germ', 'protect', 'heal', 'adhes', 'skin', 'dirt', 'bodi']",42311545.0
1470,PH405243,Medicated bandages:  antiseptic / anti-itch /  wart medicated pads / callus and corn medicated pads,,"['pad', 'wart', 'anti', 'itch', 'bandag', 'antisept', 'callu', 'medic', 'corn']",[],42311518.0
1471,PH405244,Dressing - medicated - sold at retail,,"['medic', 'retail', 'sold', 'dress']",[],
1472,PH405245,Bandages - sold at retail,,"['retail', 'sold', 'bandag']",[],
1473,PH405250,Bandages - elastic - sold on prescription,Elastic bandages are used to create localized pressure necessary for treating muscle sprains and strains or bone fractures.,"['prescript', 'elast', 'sold', 'bandag']","['fractur', 'elast', 'muscl', 'local', 'strain', 'bandag', 'sprain', 'use', 'creat', 'necessari', 'treat', 'bone', 'pressur']",
1474,PH405258,Bandages - gauze,"Gauze bandages are used for dressing wounds, usually a soft, woven piece of material that covers an injured part of the body.","['gauz', 'bandag']","['piec', 'soft', 'wound', 'gauz', 'cover', 'bandag', 'dress', 'part', 'use', 'materi', 'woven', 'usual', 'bodi', 'injur']",
1475,PH405260,Burn treatment supplies - sold at retail,"Supplies that include burn gel, dressings, gauze bandages, trauma pad, tape, hand sanitizer, etc.","['retail', 'suppli', 'burn', 'treatment', 'sold']","['pad', 'hand', 'gel', 'etc', 'gauz', 'suppli', 'bandag', 'dress', 'tape', 'includ', 'trauma', 'burn', 'sanit']",
1476,PH405266,Burn treatment supplies - sold on prescription,"Supplies that include burn gel, dressings, gauze bandages, trauma pad, tape, hand sanitizer, etc.","['prescript', 'suppli', 'burn', 'treatment', 'sold']","['pad', 'hand', 'gel', 'etc', 'gauz', 'suppli', 'bandag', 'dress', 'tape', 'includ', 'trauma', 'burn', 'sanit']",
1477,PH405274,Dressing - adhesive,"Adhesive dressings adhere over damaged skin to help protect it from germs, damage, dirt, etc. to help the healing process of the body. similar to adhesive bandages.","['adhes', 'dress']","['help', 'damag', 'adher', 'etc', 'proce', 'damag', 'bandag', 'dress', 'germ', 'protect', 'heal', 'adhes', 'skin', 'dirt', 'similar', 'bodi']",31201522.0
1478,PH405282,Dressing - medicated - sold on prescription,This is a covering for a wound or sore that has been treated with medicine.,"['prescript', 'medic', 'sold', 'dress']","['cover', 'wound', 'sore', 'treat', 'medicin']",42131614.0
1479,PH405290,Dressing - non-adhesive,"Dressings that do not stick directly to the skin and must be adhered in some other manner, such as with tape.","['non', 'adhes', 'dress']","['must', 'tape', 'dress', 'manner', 'adher', 'directli', 'skin', 'stick']",31101601.0
1480,PH405298,Dressing - transparent,"Transparent dressings are usually breathable, but keep liquids out allowing the skin to heal properly.","['transpar', 'dress']","['allow', 'transpar', 'keep', 'breathabl', 'heal', 'dress', 'skin', 'usual', 'liquid', 'properli']",
1481,PH405306,Hydrogen peroxide - sold on prescription,"Hydrogen peroxide is used as a disinfectant, an antiseptic and an oxidizer.","['prescript', 'peroxid', 'hydrogen', 'sold']","['hydrogen', 'peroxid', 'oxid', 'antisept', 'use', 'disinfect']",51143217.0
1482,PH405307,Hydrogen peroxide - sold at retail,"Hydrogen peroxide is used as a disinfectant, an antiseptic and an oxidizer.","['peroxid', 'retail', 'hydrogen', 'sold']","['hydrogen', 'peroxid', 'oxid', 'antisept', 'use', 'disinfect']",
1483,PH405310,Ointments - antibiotic - sold at retail,Antibiotic ointment is a cream that has been treated with antibiotics to kill bacteria and is administered topically.,"['antibiot', 'retail', 'ointment', 'sold']","['antibiot', 'ointment', 'treat', 'cream', 'kill', 'topic', 'administ', 'bacterium']",
1484,PH405314,Ointments - antibiotic - sold on prescription,Antibiotic ointment is a cream that has been treated with antibiotics to kill bacteria and is administered topically.,"['prescript', 'antibiot', 'ointment', 'sold']","['antibiot', 'ointment', 'treat', 'cream', 'kill', 'topic', 'administ', 'bacterium']",
1485,PH405322,Swabs,"Swabs are small pieces of gauze or cotton used to clean a wound, apply medicine, or samples of body fluids.",['swab'],"['piec', 'appli', 'small', 'wound', 'gauz', 'bodi', 'clean', 'cotton', 'fluid', 'use', 'medicin', 'swab', 'sampl']",
1486,PH405323,Sterile cotton balls,,"['cotton', 'ball', 'steril']",[],51162748.0
1487,PH405324,Non-sterile cotton,,"['cotton', 'non', 'steril']",[],25173802.0
1488,PH405330,Wound care supplies,"Wound care supplies include sterile dressings, tape, absorbent pads, cotton tipped applicators and prep pads.","['wound', 'suppli', 'care']","['pad', 'tip', 'prep', 'wound', 'suppli', 'tape', 'dress', 'cotton', 'includ', 'steril', 'absorb', 'applic', 'care']",10171617.0
1489,,Supplies - non-medical,,"['non', 'medic', 'suppli']",[],42132203.0
1490,PH405338,Batteries - non hearing aid,Batteries used to power any items other than hearing aids.,"['batteri', 'non', 'hear', 'aid']","['batteri', 'item', 'aid', 'hear', 'power', 'use']",25173802.0
1491,PH405354,Bulbs - replacement light,,"['bulb', 'light', 'replac']",[],39101608.0
1492,PH405370,Gift items - sold to medical facility,"These are items such as books, stuffed toys, balloons, flowers, etc. that may be sold in a hospital gift shop.","['item', 'facil', 'gift', 'medic', 'sold']","['flower', 'shop', 'item', 'balloon', 'etc', 'may', 'book', 'gift', 'hospit', 'toy', 'stuf', 'sold']",42191606.0
1493,PH405378,Id bands and other identification - sold to medical facility,These are used to identify patients in a hospital or emergency room. they usually include vital information about the patient.,"['identif', 'facil', 'medic', 'band', 'id', 'sold']","['patient', 'identifi', 'emerg', 'vital', 'inform', 'includ', 'hospit', 'use', 'room', 'usual']",42191606.0
1494,PH405386,Paper - ekg - sold to medical facility,Ekg paper is specifically designed for use in ekg machines. it is divided up into 1 mm2 blocks similar to graph paper.,"['facil', 'ekg', 'medic', 'paper', 'sold']","['block', 'mm', 'ekg', 'machin', 'graph', 'design', 'use', 'specif', 'similar', 'paper', 'divid']",45101903.0
1495,PH405394,Paper supplies - sold to medical facility,Paper used as a medical supply in files.,"['facil', 'suppli', 'medic', 'paper', 'sold']","['file', 'suppli', 'medic', 'use', 'paper']",45101903.0
1496,PH405400,Surgical equipment & supplies,,"['equip', 'suppli', 'surgic']",[],49211701.0
1497,PH405402,Autotransfusion device - sold to medical facility,"Devices used during surgery for autotransfusion, a process when a person receives their own blood for a transfusion.","['facil', 'medic', 'devic', 'autotransfus', 'sold']","['surgeri', 'proce', 'person', 'blood', 'receiv', 'use', 'devic', 'autotransfus', 'transfus']",42171807.0
1498,PH405410,Disposable surgical blades - sold to medical facility,Disposable surgical blades are small and extremely sharp replaceable blades that attach to instruments (scalpels or lancets) used for creating incisions during surgery).,"['blade', 'facil', 'surgic', 'dispos', 'medic', 'sold']","['surgeri', 'blade', 'small', 'attach', 'scalpel', 'incis', 'extrem', 'surgic', 'instrument', 'creat', 'dispos', 'use', 'sharp', 'lancet', 'replac']",42192802.0
1499,PH405418,Equipment - surgical - sold to medical facility,"Surgical equipment includes scissors, forceps, needles holders, retractors, scalpels, clamps, etc.","['facil', 'surgic', 'equip', 'medic', 'sold']","['forcep', 'scalpel', 'etc', 'scissor', 'surgic', 'holder', 'retractor', 'clamp', 'includ', 'equip', 'needl']",42192433.0
1500,PH405426,Instrument - surgical/medical disposable - sold to medical facility,"Disposable surgical instruments include towel clamps, wire scissors, operating scissors, surgical blades, scalpels, skin staplers, etc.","['facil', 'surgic', 'instrument', 'dispos', 'medic', 'sold']","['blade', 'scalpel', 'oper', 'scissor', 'stapler', 'surgic', 'instrument', 'etc', 'clamp', 'includ', 'dispos', 'towel', 'wire', 'skin']",44121719.0
1501,PH405434,Instrument - surgical/medical disposable - fld - sold to medical facility,Surgical instruments classified as federal legend devices (fld) can only be dispensed on a prescription.,"['facil', 'surgic', 'instrument', 'fld', 'dispos', 'medic', 'sold']","['legend', 'prescript', 'feder', 'dispens', 'surgic', 'instrument', 'fld', 'devic', 'classifi']",44121719.0
1502,PH405442,Instrument - surgical/medical reusable - sold to medical facility,"Reusable surgical instruments include stabilizing systems, tissue retractors, etc.","['facil', 'surgic', 'instrument', 'reusabl', 'medic', 'sold']","['etc', 'surgic', 'instrument', 'retractor', 'includ', 'reusabl', 'tissu', 'system', 'stabil']",
1503,PH405450,Instrument - surgical/medical reusable - fld - sold to medical facility,Surgical instruments classified as federal legend devices (fld) can only be dispensed on a prescription.,"['facil', 'surgic', 'instrument', 'fld', 'reusabl', 'medic', 'sold']","['legend', 'prescript', 'feder', 'dispens', 'surgic', 'instrument', 'fld', 'devic', 'classifi']",
1504,PH405458,Shields - sold to medical facility,"A shield is a device worn by surgeons or other medical personnel during medical procedures. a shield is made up of a sheet of plastic that covers the eyes, nose and mouth and is secured to the head with a strap.","['facil', 'shield', 'medic', 'sold']","['sheet', 'worn', 'shield', 'eye', 'mouth', 'head', 'surgeon', 'nose', 'secur', 'procedur', 'medic', 'personnel', 'made', 'devic', 'plastic', 'cover', 'strap']",42131613.0
1505,PH405466,Supplies - surgical disposable - sold to medical facility,"Disposable surgical supplies include various masks, shoe covers, caps, gowns, etc. for doctors and assistants, there are also disposable instruments such as clamps, forceps, etc","['facil', 'suppli', 'surgic', 'dispos', 'medic', 'sold']","['assist', 'cap', 'doctor', 'forcep', 'etc', 'also', 'suppli', 'surgic', 'variou', 'mask', 'instrument', 'includ', 'dispos', 'gown', 'clamp', 'cover', 'shoe']",42295481.0
1506,PH405474,Supplies - surgical reusable - sold to medical facility,Reusable surgical supplies include washable caps and gowns for doctors and assistants as well as surgical instruments that are able to be sterilized and cleaned.,"['facil', 'suppli', 'surgic', 'reusabl', 'medic', 'sold']","['abl', 'assist', 'cap', 'well', 'doctor', 'clean', 'suppli', 'surgic', 'instrument', 'steril', 'includ', 'reusabl', 'gown', 'washabl']",42295481.0
1507,PH050100,Health care products - drugs for human use,With a prescription means it can only be legally dispensed by prescription,"['health', 'care', 'drug', 'use', 'human', 'product']","['prescript', 'dispens', 'mean', 'legal']",
1508,PH050101,Health care products-drugs for human use without a prescription,,"['prescript', 'health', 'care', 'drug', 'use', 'human', 'product', 'without']",[],
1509,PH050102,Health care products-drugs for human use with a prescription,,"['prescript', 'health', 'care', 'drug', 'use', 'human', 'product']",[],
1510,PH050103,Health care products-drugs for animal use without a prescription,,"['prescript', 'health', 'care', 'drug', 'use', 'anim', 'product', 'without']",[],
1511,PH050104,Health care products-drugs for animal use with a prescription,,"['prescript', 'health', 'care', 'drug', 'use', 'anim', 'product']",[],
1512,PH050127,Health care products - free samples of prescription drugs for animal use,,"['prescript', 'health', 'care', 'drug', 'use', 'free', 'anim', 'product', 'sampl']",[],
1513,PH050105,Health care products-insulin for human use without a prescription,,"['prescript', 'health', 'care', 'use', 'human', 'insulin', 'product', 'without']",[],51131904.0
1514,PH050106,Health care products-insulin for human use with a prescription,,"['prescript', 'health', 'care', 'use', 'human', 'insulin', 'product']",[],51131904.0
1515,PH050107,Health care products-insulin for animal use without a prescription,,"['prescript', 'health', 'care', 'use', 'anim', 'insulin', 'product', 'without']",[],10111302.0
1516,PH050108,Health care products-insulin for animal use with a prescription,,"['prescript', 'health', 'care', 'use', 'anim', 'insulin', 'product']",[],10111302.0
1517,PH050109,Health care productsmedical oxygen for human use without a prescription,,"['prescript', 'health', 'productsmed', 'use', 'human', 'oxygen', 'care', 'without']",[],51131904.0
1518,PH050110,Health care products-medical oxygen for human use with a prescription,,"['prescript', 'health', 'care', 'use', 'medic', 'human', 'oxygen', 'product']",[],51131904.0
1519,PH050113,Health care products-over-the-counter drugs for human use without a prescription,,"['prescript', 'counter', 'health', 'care', 'drug', 'use', 'human', 'product', 'without']",[],
1520,PH050114,Health care products-over-the-counter drugs for human use with a prescription,,"['prescript', 'counter', 'health', 'care', 'drug', 'use', 'human', 'product']",[],
1521,PH050115,Health care products-over-the-counter drugs for animal use without a prescription,,"['prescript', 'counter', 'health', 'care', 'drug', 'use', 'anim', 'product', 'without']",[],
1522,PH050116,Health care products-over-the-counter drugs for animal use with a prescription,,"['prescript', 'counter', 'health', 'care', 'drug', 'use', 'anim', 'product']",[],
1523,PH050117,Health care products-grooming and hygiene products for human use,,"['health', 'hygien', 'care', 'groom', 'use', 'human', 'product']",[],51131904.0
1524,PH050118,Health care products-grooming and hygiene products for animal use,,"['health', 'hygien', 'care', 'groom', 'use', 'anim', 'product']",[],10111302.0
1525,PH050122,Health care products - prescription drugs for animal use to hospitals and other animal medical facilities,,"['prescript', 'health', 'care', 'facil', 'drug', 'use', 'hospit', 'medic', 'anim', 'product']",[],
1526,PH050124,Health care products - free samples of drugs for human use,,"['health', 'care', 'drug', 'use', 'human', 'free', 'product', 'sampl']",[],
1527,PH050125,Health care products - free samples of prescription drugs for human use,,"['prescript', 'health', 'care', 'drug', 'use', 'human', 'free', 'product', 'sampl']",[],
1528,PH050126,Health care products - free samples of drugs for animal use,,"['health', 'care', 'drug', 'use', 'free', 'anim', 'product', 'sampl']",[],
1529,PH050140,"Health care products - oxygen delivery equipment not for home use, without a prescription",,"['prescript', 'health', 'care', 'home', 'deliveri', 'equip', 'use', 'oxygen', 'product', 'without']",[],10111302.0
1530,PH050141,"Health care products - oxygen delivery equipment not for home use, with a prescription",,"['prescript', 'health', 'care', 'home', 'deliveri', 'equip', 'use', 'oxygen', 'product']",[],10111302.0
1531,PH050142,"Health care products - oxygen delivery equipment, not for home use with a prescription paid for by medicare",,"['prescript', 'health', 'care', 'home', 'deliveri', 'paid', 'equip', 'use', 'oxygen', 'medicar', 'product']",[],10111302.0
1532,PH050143,"Health care products - oxygen delivery equipment, not for home use with a prescription reimbursed by medicare",,"['prescript', 'health', 'care', 'home', 'deliveri', 'equip', 'use', 'reimburs', 'oxygen', 'medicar', 'product']",[],10111302.0
1533,PH050144,"Health care products - oxygen delivery equipment, not for home use with a prescription paid for by medicaid",,"['prescript', 'health', 'care', 'home', 'deliveri', 'paid', 'equip', 'use', 'medicaid', 'oxygen', 'product']",[],10111302.0
1534,PH050145,"Health care products - oxygen delivery equipment, not for home use with a prescription reimbursed by medicaid",,"['prescript', 'health', 'care', 'home', 'deliveri', 'equip', 'use', 'medicaid', 'reimburs', 'oxygen', 'product']",[],10111302.0
1535,PH050146,Health care products - oxygen delivery equipment for home use without a prescription,,"['prescript', 'health', 'care', 'home', 'deliveri', 'equip', 'use', 'oxygen', 'product', 'without']",[],10111302.0
1536,PH050147,Health care products - oxygen delivery equipment for home use with a prescription,,"['prescript', 'health', 'care', 'home', 'deliveri', 'equip', 'use', 'oxygen', 'product']",[],10111302.0
1537,PH050148,Health care products - oxygen delivery equipment for home use with a prescription paid for by medicare,,"['prescript', 'health', 'care', 'home', 'deliveri', 'paid', 'equip', 'use', 'oxygen', 'medicar', 'product']",[],10111302.0
1538,PH050149,Health care products - oxygen delivery equipment for home use with a prescription reimbursed by medicare,,"['prescript', 'health', 'care', 'home', 'deliveri', 'equip', 'use', 'reimburs', 'oxygen', 'medicar', 'product']",[],10111302.0
1539,PH050150,Health care products - oxygen delivery equipment for home use with a prescription paid for by medicaid,,"['prescript', 'health', 'care', 'home', 'deliveri', 'paid', 'equip', 'use', 'medicaid', 'oxygen', 'product']",[],10111302.0
1540,PH050151,Health care products - oxygen delivery equipment for home use with a prescription reimbursed by medicaid,,"['prescript', 'health', 'care', 'home', 'deliveri', 'equip', 'use', 'medicaid', 'reimburs', 'oxygen', 'product']",[],10111302.0
1541,PH050152,Drugs for human use to hospitals,,"['use', 'hospit', 'drug', 'human']",[],
1542,PH050153,Drugs for human use to other medical facilities,,"['facil', 'drug', 'use', 'medic', 'human']",[],
1543,PH050154,Health care products - prescription drugs for human use to hospitals,,"['prescript', 'health', 'care', 'drug', 'use', 'hospit', 'human', 'product']",[],
1544,PH050155,Health care products - prescription drugs for human use to other medical facilities,,"['prescript', 'health', 'care', 'facil', 'drug', 'use', 'medic', 'human', 'product']",[],
1545,PH050200,Health care products-durable medical equipment,"Generally speaking, durable medical equipment means equipment including repair and replacement parts for same which 1) can withstand repeated use, 2) is primarily and customarily used to serve a medical purpose, 3) generally is not useful to person in the absence of illness or injury, and 4) is not worn in or on the body. examples would include bath and shower chairs, commode chairs, dialysis treatment equipment, drug infusion devices, feeding pumps, hospital beds, mri's, oxygen equipment, resuscitators, x-ray machines etc.","['health', 'care', 'equip', 'medic', 'durabl', 'product']","['repeat', 'use', 'drug', 'hospit', 'purpos', 'resuscit', 'bodi', 'illn', 'includ', 'withstand', 'exampl', 'mri', 'person', 'machin', 'shower', 'equip', 'chair', 'absenc', 'commod', 'devic', 'serv', 'worn', 'speak', 'ray', 'would', 'injuri', 'bath', 'includ', 'use', 'use', 'oxygen', 'treatment', 'durabl', 'replac', 'mean', 'infus', 'bed', 'repair', 'primarili', 'etc', 'customarili', 'medic', 'gener', 'part', 'x', 'pump', 'dialysi', 'feed']",42142306.0
1546,PH050201,Health care products-durable medical equipment-without a prescription,,"['prescript', 'health', 'care', 'equip', 'medic', 'durabl', 'product', 'without']",[],42142306.0
1547,PH050202,Health care products-durable medical equipment-with a prescription,,"['prescript', 'health', 'care', 'equip', 'medic', 'durabl', 'product']",[],42142306.0
1548,PH050207,Health care products-durable medical equipment-home use without a prescription,,"['prescript', 'health', 'care', 'home', 'equip', 'use', 'medic', 'durabl', 'product', 'without']",[],42142306.0
1549,PH050208,Health care products-durable medical equipment-home use with a prescription,,"['prescript', 'health', 'care', 'home', 'equip', 'use', 'medic', 'durabl', 'product']",[],42142306.0
1550,PH050213,"Health care products - durable medical equipment, not for home use, with a prescription paid for by medicare",,"['prescript', 'health', 'care', 'home', 'medicar', 'paid', 'equip', 'use', 'medic', 'durabl', 'product']",[],42142306.0
1551,PH050214,"Health care products - durable medical equipment, not for home use, with a prescription reimbursed by medicare",,"['prescript', 'health', 'care', 'home', 'medicar', 'equip', 'use', 'medic', 'reimburs', 'durabl', 'product']",[],42142306.0
1552,PH050215,"Health care products - durable medical equipment, not for home use, with a prescription paid for by medicaid",,"['prescript', 'health', 'care', 'home', 'paid', 'equip', 'use', 'medic', 'medicaid', 'durabl', 'product']",[],42142306.0
1553,PH050216,"Health care products - durable medical equipment, not for home use, with a prescription reimbursed by medicaid",,"['prescript', 'health', 'care', 'home', 'equip', 'use', 'medic', 'medicaid', 'reimburs', 'durabl', 'product']",[],42142306.0
1554,PH050217,Health care products - durable medical equipment for home use with a  prescription paid for by medicare,,"['prescript', 'health', 'care', 'home', 'medicar', 'paid', 'equip', 'use', 'medic', 'durabl', 'product']",[],42142306.0
1555,PH050218,Health care products - durable medical equipment for home use with a prescription reimbursed by medicare,,"['prescript', 'health', 'care', 'home', 'medicar', 'equip', 'use', 'medic', 'reimburs', 'durabl', 'product']",[],42142306.0
1556,PH050219,Health care products - durable medical equipment for home use with a  prescription paid for by medicaid,,"['prescript', 'health', 'care', 'home', 'paid', 'equip', 'use', 'medic', 'medicaid', 'durabl', 'product']",[],42142306.0
1557,PH050220,Health care products - durable medical equipment for home use with a prescription reimbursed by medicaid,,"['prescript', 'health', 'care', 'home', 'equip', 'use', 'medic', 'medicaid', 'reimburs', 'durabl', 'product']",[],42142306.0
1558,PH050221,"Health care products - kidney dialysis equipment, not for home use, without a prescription",,"['prescript', 'health', 'care', 'home', 'kidney', 'equip', 'use', 'dialysi', 'product', 'without']",[],10111302.0
1559,PH050222,"Kidney dialysis equipment, not for home use, with a prescription",,"['prescript', 'home', 'kidney', 'equip', 'use', 'dialysi']",[],49141604.0
1560,PH050223,"Health care products - kidney dialysis equipment, not for home use, with a prescription paid for by medicare",,"['prescript', 'health', 'care', 'home', 'paid', 'kidney', 'equip', 'use', 'dialysi', 'medicar', 'product']",[],10111302.0
1561,PH050224,"Health care products - kidney dialysis equipment, not for home use, with a prescription reimbursed by medicare",,"['prescript', 'health', 'care', 'home', 'kidney', 'equip', 'use', 'reimburs', 'dialysi', 'medicar', 'product']",[],10111302.0
1562,PH050225,"Health care products - kidney dialysis equipment, not for home use, with a prescription paid for by medicaid",,"['prescript', 'health', 'care', 'home', 'paid', 'kidney', 'equip', 'use', 'medicaid', 'dialysi', 'product']",[],10111302.0
1563,PH050226,"Health care products - kidney dialysis equipment, not for home use, with a prescription reimbursed by medicaid",,"['prescript', 'health', 'care', 'home', 'kidney', 'equip', 'use', 'medicaid', 'reimburs', 'dialysi', 'product']",[],10111302.0
1564,PH050227,"Health care products - kidney dialysis equipment, for home use, without a prescription",,"['prescript', 'health', 'care', 'home', 'kidney', 'equip', 'use', 'dialysi', 'product', 'without']",[],10111302.0
1565,PH050228,"Health care products - kidney dialysis equipment, for home use, with a prescription",,"['prescript', 'health', 'care', 'home', 'kidney', 'equip', 'use', 'dialysi', 'product']",[],10111302.0
1566,PH050229,"Health care products - kidney dialysis equipment, for home use, with a prescription paid for by medicare",,"['prescript', 'health', 'care', 'home', 'paid', 'kidney', 'equip', 'use', 'dialysi', 'medicar', 'product']",[],10111302.0
1567,PH050230,"Health care products - kidney dialysis equipment, for home use, with a prescription reimbursed by medicare",,"['prescript', 'health', 'care', 'home', 'kidney', 'equip', 'use', 'reimburs', 'dialysi', 'medicar', 'product']",[],10111302.0
1568,PH050231,"Health care products - kidney dialysis equipment, for home use, with a prescription paid for by medicaid",,"['prescript', 'health', 'care', 'home', 'paid', 'kidney', 'equip', 'use', 'medicaid', 'dialysi', 'product']",[],10111302.0
1569,PH050232,"Health care products - kidney dialysis equipment, for home use, with a prescription reimbursed by medicaid",,"['prescript', 'health', 'care', 'home', 'kidney', 'equip', 'use', 'medicaid', 'reimburs', 'dialysi', 'product']",[],10111302.0
1570,PH050233,"Health care products - enteral feeding system, not for home use, without a prescription",,"['prescript', 'health', 'care', 'home', 'enter', 'use', 'system', 'feed', 'product', 'without']",[],30121604.0
1571,PH050234,"Health care products - enteral feeding system, not for home use, with a prescription",,"['prescript', 'health', 'care', 'home', 'enter', 'use', 'system', 'feed', 'product']",[],30121604.0
1572,PH050235,"Health care products - enteral feeding systems, not for home use, with a prescription paid for by medicare",,"['prescript', 'health', 'care', 'home', 'medicar', 'paid', 'enter', 'use', 'system', 'feed', 'product']",[],30121604.0
1573,PH050236,"Health care products - enteral feeding systems, not for home use, with a prescription reimbursed by medicare",,"['prescript', 'health', 'care', 'home', 'medicar', 'enter', 'use', 'reimburs', 'system', 'feed', 'product']",[],30121604.0
1574,PH050237,"Health care products - enteral feeding systems, not for home use, with a prescription paid by medicaid",,"['prescript', 'health', 'care', 'home', 'paid', 'enter', 'use', 'medicaid', 'system', 'feed', 'product']",[],30121604.0
1575,PH050238,"Health care products - enteral feeding systems, not for home use, with a prescription reimbursed by medicaid",,"['prescript', 'health', 'care', 'home', 'enter', 'use', 'medicaid', 'reimburs', 'system', 'feed', 'product']",[],30121604.0
1576,PH050239,"Health care products - enteral feeding system, for home use, without a prescription",,"['prescript', 'health', 'care', 'home', 'enter', 'use', 'system', 'feed', 'product', 'without']",[],30121604.0
1577,PH050240,"Health care products - enteral feeding system, for home use, with a prescription",,"['prescript', 'health', 'care', 'home', 'enter', 'use', 'system', 'feed', 'product']",[],30121604.0
1578,PH050241,"Health care products - enteral feeding systems, for home use, with a prescription paid for by medicare",,"['prescript', 'health', 'care', 'home', 'medicar', 'paid', 'enter', 'use', 'system', 'feed', 'product']",[],30121604.0
1579,PH050242,"Health care products - enteral feeding systems, for home use, with a prescription reimbursed by medicare",,"['prescript', 'health', 'care', 'home', 'medicar', 'enter', 'use', 'reimburs', 'system', 'feed', 'product']",[],30121604.0
1580,PH050243,Enteral feeding systems for home use with a prescription paid for by medicaid,,"['prescript', 'home', 'enter', 'use', 'medicaid', 'system', 'feed', 'paid']",[],40101848.0
1581,PH050244,Health care products - enteral feeding systems for home use with a prescription reimbursed by medicaid,,"['prescript', 'health', 'care', 'home', 'enter', 'use', 'medicaid', 'reimburs', 'system', 'feed', 'product']",[],30121604.0
1582,PH050245,Health care products - repair and replacement parts for durable medical equipment which are for single patient use,,"['repair', 'health', 'care', 'patient', 'replac', 'equip', 'use', 'part', 'medic', 'durabl', 'product', 'singl']",[],42202501.0
1583,PH050246,"Durable medical equipment, not for home use, without a prescription",,"['prescript', 'home', 'equip', 'use', 'medic', 'durabl', 'without']",[],42161650.0
1584,PH050247,"Health care products - durable medical equipment, not for home use, with a prescription",,"['prescript', 'health', 'care', 'home', 'equip', 'use', 'medic', 'durabl', 'product']",[],42142306.0
1585,PH050300,Health care products-mobility enhancing equipment,"Generally speaking, mobility-enhancing equipment means equipment including repair and replacement parts to same which: 1) is primarily and customarily used to provide or increase the ability to move from one place to another and which is appropriate for use in a home or a motor vehicle, and 2) is not generally used by persons with normal mobility, and 3) does not include any motor vehicle or equipment on a motor vehicle provided by a motor vehicle manufacturer. examples would include canes, crutches, motorized carts, stair lifts, walkers, wheelchairs, lifts and controls specifically added to motor vehicles.","['health', 'care', 'equip', 'mobil', 'enhanc', 'product']","['cart', 'home', 'appropri', 'walker', 'motor', 'abil', 'enhanc', 'manufactur', 'ad', 'includ', 'exampl', 'anoth', 'provid', 'person', 'crutch', 'wheelchair', 'equip', 'control', 'mobil', 'move', 'place', 'normal', 'speak', 'one', 'would', 'provid', 'stair', 'includ', 'use', 'use', 'replac', 'mean', 'vehicl', 'repair', 'primarili', 'cane', 'motor', 'customarili', 'part', 'gener', 'specif', 'lift', 'increas']",23151814.0
1586,PH050301,Health care products-mobility enhancing equipment-without a prescription,,"['prescript', 'health', 'care', 'equip', 'mobil', 'enhanc', 'product', 'without']",[],23151814.0
1587,PH050302,Health care products-mobility enhancing equipment-with a prescription,,"['prescript', 'health', 'care', 'equip', 'mobil', 'enhanc', 'product']",[],23151814.0
1588,PH050310,Health care products - mobility enhancing equipment with a prescription paid for by medicare,,"['prescript', 'health', 'care', 'paid', 'equip', 'mobil', 'enhanc', 'medicar', 'product']",[],23151814.0
1589,PH050311,Health care products - mobility enhancing equipment with a prescription reimbursed by medicare,,"['prescript', 'health', 'care', 'equip', 'mobil', 'reimburs', 'enhanc', 'medicar', 'product']",[],23151814.0
1590,PH050312,Health care products - mobility enhancing equipment with a prescription paid for by medicaid,,"['prescript', 'health', 'care', 'paid', 'equip', 'medicaid', 'mobil', 'enhanc', 'product']",[],23151814.0
1591,PH058922,Scooters - sale to retailer for customer use,,"['sale', 'scooter', 'custom', 'use', 'retail']",[],48101501.0
